name,city,swift_code
"EIFFEL INVESTMENT GROUP SAS","PARIS","EIGSFRP2"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPP001"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPPBBF"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPPBPC"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPPSCA"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPP"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRPPADX"
"ELECTRICITE DE FRANCE","PARIS","EDFGFRP2"
"ELECTRO FINANCE","NOZAY","ELBAFRPP"
"ELIOR TRESORERIE","PARIS","ELTRFRPP"
"ELIS PANTIN","PANTIN","ELISFR22"
"ELLIPSE PROJECTS SAS","BOULOGNE BILLANCOURT","ELRSFRPP"
"ENEDIS S.A.","PARIS","ENEDFRPP"
"ENGIE","COURBEVOIE","GSZGFRPP"
"ENGIE","COURBEVOIE","ENGIFRPP"
"ENTREPOSE CONTRACTING","COLOMBES","ENCTFR22"
"ERAMET","PARIS","ERAMFRPA"
"ERANOVE S.A.","PUTEAUX","ERAOFRPP"
"ERMEWA HOLDING S.A.S.","LEVALLOIS PERRET","ERMHFRPP"
"ESSILOR INTERNATIONAL","CHARENTON LE PONT","ESITFR2P"
"ETABLISSEMENTS FOURE LAGADEC ET CIE","LE HAVRE","LAGAFR22"
"ETABLISSEMENTS MAUREL ET PROM S.A.","PARIS","ETMPFRP2"
"ETS J SOUFFLET","NOGENT SUR SEINE","SOUFFR22"
"EULER HERMES SFAC CREDIT","PARIS","EHSCFR2P"
"EUROCLEAR FRANCE","PARIS","SICVFRPP"
"EUROCLEAR FRANCE","PARIS","SICVFRPPAF1"
"EUROCLEAR FRANCE","PARIS","SICVFRPPAF2"
"EUROCLEAR FRANCE","PARIS","SICVFRPPEF1"
"EUROCLEAR FRANCE","PARIS","SICVFRPP015"
"EUROCLEAR FRANCE","PARIS","SICVFRPPREG"
"EUROCLEAR FRANCE","PARIS","SICVFRPPOAM"
"EUROCLEAR FRANCE","PARIS","SICVFRPPEII"
"EUROCLEAR FRANCE","PARIS","SICVFRPPAF4"
"EUROCLEAR FRANCE","PARIS","SICVFRPPAF5"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPLE1"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPLE2"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPT2X"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPP"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPFTT"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPVOT"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPFDB"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPBRN"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPBIT"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPIBR"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPCBF"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPMTI"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPNBB"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPNOH"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPREG"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPNTX"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPBIL"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPPEN"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPINT"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPPFE"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPMIG"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPCSD"
"EUROCLEAR FRANCE SA","PARIS","ESESFRPPEII"
"EUROCORPORATE AM","PARIS","EUPPFRP2"
"EURONEXT PARIS S.A.","LYON","XPARFRPP022"
"EURONEXT PARIS S.A.","PARIS","XPARFRPPLIS"
"EURONEXT PARIS S.A.","PARIS","XPARFRPP"
"EURONEXT PARIS S.A.","PARIS","XPARFRPPINT"
"EURONEXT PARIS S.A.","PARIS","XPARFRPPTRS"
"EUROP ASSISTANCE HOLDING S.A.S.","PARIS","EUAHFRPP"
"EUROPCAR HOLDING","GUYANCOURT","ECARFR22"
"EUROPE ARAB BANK SA","PARIS","ARABFRPP"
"EUROPEAN FUND ADMINISTRATION S.A. - FRANCE","PARIS","EFALFRPP"
"EUROPEAN FUND ADMINISTRATION S.A. - FRANCE","PARIS","EFALFRPPACC"
"EUROPEAN FUND ADMINISTRATION S.A. - FRANCE","PARIS","EFALFRPPEQY"
"EUROPEAN SECURITIES AND MARKETS AUTHORITY","PARIS","ESMAFRP2"
"EUROPEAN SPACE AGENCY","PARIS","ESAZFRPP"
"EUTELSAT COMMUNICATIONS S.A","PARIS","ETLSFRPP"
"EXANE DERIVATIVES SNC","PARIS","EXADFRPP"
"EXANE S.A.","PARIS","EXANFRPPSAM"
"EXANE S.A.","PARIS","EXANFRPPSTO"
"EXANE S.A.","PARIS","EXANFRPP"
"EXCLUSIVE NETWORKS SAS","BOULOGNE BILLANCOURT","EXWOFRPP"
"EXPERIMENTAL GROUP SAS","PARIS","EXPGFRPP"
"FACTOFRANCE","PARIS","FACFFRPP"
"FACTOFRANCE (FORMERLY COFACREDIT)","PARIS","COFEFR2P"
"FAIVELEY TRANSPORT SA","GENNEVILLIERS","LEYTFR22"
"FAURECIA","NANTERRE","FAURFRPP"
"FBD INTERNATIONAL S.A.S.","ROISSY CHARLES DE GAULLE","FBDIFR22"
"FIDUCIAL","COURBEVOIE","FDCAFRPP"
"FINANCIERE ARBEVEL","PARIS","FICVFRP2"
"FINANCIERE BOURBON","MARSEILLE","FGBBFR2M"
"FINANCIERE SNOP DUNOIS","ROISSY EN FRANCE","SNOPFR22"
"FINVAL","CLICHY","RGFIFRPP"
"FIRST ABU DHABI BANK PJSC (FORMERLY NATIONAL BANK OF ABU DHABI) PARIS","PARIS","NBADFRPPBDF"
"FIRST ABU DHABI BANK PJSC (FORMERLY NATIONAL BANK OF ABU DHABI) PARIS","PARIS","NBADFRPPTFO"
"FIRST ABU DHABI BANK PJSC (FORMERLY NATIONAL BANK OF ABU DHABI) PARIS","PARIS","NBADFRPP"
"FLEX-N-GATE FRANCE S.A.S.","AUDINCOURT","FLNGFR22"
"FLORIMOND DESPREZ VEUVE ET FILS","CAPELLE EN PEVELE","FDVFFR22"
"FLOWBIRD S.A.S.","PARIS","FLWBFRPP"
"FRANCOIS-CHARLES OBERTHUR SAS","PARIS","FCOFFRPP"
"FRANSABANK FRANCE S.A.","PARIS","FRAFFRPP"
"FUNECAP TOPCO","PARIS","FTOPFRPP"
"GE SCF","BOULOGNE BILLANCOURT","GECFFRPP"
"GEFCO","COURBEVOIE","GFCOFRPP"
"GEMALTO TREASURY SERVICES","MEUDON","GMTOFR22"
"GENEBANQUE SA","PUTEAUX","GENNFR22"
"GENERALE POUR L'ENFANT S.A.S.","MONTREUIL","GPEEFRPP"
"GENERALI FRANCE","PARIS","GEFCFRPA"
"GERFLOR S.A.S.","VILLEURBANNE","GEFOFR22"
"GIE AXA FRANCE","NANTERRE","AXAFFRPP"
"GIE GROUPE AVIVA FRANCE","BOIS COLOMBES","AVIVFRPP"
"GL EVENTS","LYON","GLEVFR22"
"GOLDMAN SACHS PARIS INC. ET CIE","PARIS","GOLDFRPP"
"GRANDVISION FRANCE SAS","MONTIGNY-LE-BRETONNEUX","GVSAFRPP"
"GROUPAMA ASSET MANAGEMENT","PARIS","GPAMFRPP"
"GROUPAMA ASSET MANAGEMENT","PARIS","GPAMFRPPIZN"
"GROUPAMA SYSTEMES D'INFORMATION","PARIS","GPSIFRPP"
"GROUPE ADEO","RONCHIN","GRDDFR22"
"GROUPE ARNAULT","PARIS","GPANFRPP"
"GROUPE ARNAULT","PARIS","GPANFRPPCDI"
"GROUPE ARNAULT","PARIS","GPANFRPPEWB"
"GROUPE ARNAULT","PARIS","GPANFRPPFAG"
"GROUPE ARNAULT","PARIS","GPANFRPPFGO"
"GROUPE ARNAULT","PARIS","GPANFRPPSEM"
"GROUPE AUCHAN","CROIX","AUCHFR22"
"GROUPE CANAL+","ISSY LES MOULINEAUX","CNLPFR22"
"GROUPE GUILLIN SA","ORNANS","GGUIFR22"
"GROUPE PETIT FORESTIER","VILLEPINTE","SIPFFR22"
"GROUPE ROYER","JAVENE","ROYEFR22"
"GROUPE SEGULA TECHNOLOGIES","NANTERRE","SEGUFR2N"
"GROUPEMENT DES CARTES BANCAIRES GIE","PARIS","GCBAFRPP"
"GUERBET","PARIS","GRBTFRPP"
"GUY DAUPHIN ENVIRONNEMENT","ROCQUANCOURT","ECORFR22"
"HANA GROUP S.A.S","LEVALLOIS PERRET","HANGFRPP"
"HENNER SAS","NEUILLY SUR SEINE","HENNFRPP"
"HERMES INTERNATIONAL","PARIS","HRMSFRPP"
"HIQ CONSULTING SAS","BOULOGNE BILLANCOURT","HIQCFRPP"
"HMG FINANCE SA","PARIS","HMGFFRPP"
"HOLDCO-CROSS S.A.S.","PARIS","HOLCFRPP"
"HOLDHAM","HEROUVILLE-SAINT-CLAIR","HOLDFR22"
"HOLDING LE DUFF 'HLD'","RENNES","HDUFFR2R"
"HORUS FINANCE S.A.","PARIS","HORFFRPP"
"HSBC BANK PLC","PARIS","MIDLFRPX111"
"HSBC BANK PLC","PARIS","MIDLFRPX222"
"HSBC BANK PLC","PARIS","MIDLFRPX"
"HSBC FRANCE (FORMERLY HSBC CCF)","ARRAS","CCFRFRPP330"
"HSBC FRANCE (FORMERLY HSBC CCF)","BORDEAUX","CCFRFRPP120"
"HSBC FRANCE (FORMERLY HSBC CCF)","CANNES","CCFRFRPP222"
"HSBC FRANCE (FORMERLY HSBC CCF)","DIJON","CCFRFRPP320"
"HSBC FRANCE (FORMERLY HSBC CCF)","GRASSE","CCFRFRPP224"
"HSBC FRANCE (FORMERLY HSBC CCF)","GRENOBLE","CCFRFRPP280"
"HSBC FRANCE (FORMERLY HSBC CCF)","LE HAVRE","CCFRFRPP140"
"HSBC FRANCE (FORMERLY HSBC CCF)","LILLE","CCFRFRPP150"
"HSBC FRANCE (FORMERLY HSBC CCF)","LYON","CCFRFRPP170"
"HSBC FRANCE (FORMERLY HSBC CCF)","MARSEILLE","CCFRFRPP209"
"HSBC FRANCE (FORMERLY HSBC CCF)","MULHOUSE","CCFRFRPP210"
"HSBC FRANCE (FORMERLY HSBC CCF)","NANCY","CCFRFRPP310"
"HSBC FRANCE (FORMERLY HSBC CCF)","NICE","CCFRFRPP220"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPP030"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPP024"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPPNTX"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPPEQC"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPPSWT"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPPSDD"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPP040"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPP050"
"HSBC FRANCE (FORMERLY HSBC CCF)","PARIS","CCFRFRPP"
"HSBC FRANCE (FORMERLY HSBC CCF)","ROUBAIX","CCFRFRPP151"
"HSBC FRANCE (FORMERLY HSBC CCF)","RUNGIS","CCFRFRPP089"
"HSBC FRANCE (FORMERLY HSBC CCF)","STRASBOURG","CCFRFRPP260"
"HSBC FRANCE (FORMERLY HSBC CCF)","TOURCOING","CCFRFRPP152"
"HSBC GLOBAL ASSET MANAGEMENT FRANCE","COURBEVOIE","HAMFFRPB"
"HSBC GLOBAL ASSET MANAGEMENT FRANCE (FORMERLY HSBC ASSET MANAGEMENT (EUROPE) SA","COURBEVOIE","HAMFFRPP"
"HSBC GLOBAL ASSET MANAGEMENT FRANCE (FORMERLY SINOPIA ASSET MANAGEMENT)","COURBEVOIE","SAMFFRPP"
"HSBC SFH (FRANCE)","PARIS","HSFHFRPP"
"IBANFIRST","PARIS","FXBBFRPP"
"ICADE","ISSY LES MOULINEAUX","ICADFRPP"
"ID2S S.A.","PARIS","RSETFRPP"
"ID2S S.A.","PARIS","RSETFRPPSEC"
"IDEMIA FRANCE","COLOMBES","OTSAFRPP"
"IM GLOBAL PARTNER SAS","PARIS","GLPSFRP2"
"IMERYS SA","PARIS","IMERFRPP"
"INDIGO PARK","PUTEAUX","VPKSFR22"
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A., PARIS BRANCH","PARIS","ICBKFRPP"
"INFOVISTA HOLDING","LES ULIS","ISTAFR22"
"ING BANK FRANCE COMMERCIAL BANKING","PARIS","INGBFRPP"
"INGENICO","PARIS","IGENFR22"
"INTER PARFUMS S.A","PARIS","IPARFRPP"
"INTERPOL SERVICE FINANCIER","LYON","ICPOFR22"
"INTESA SANPAOLO SPA","PARIS","BCITFRPP"
"INVESCO GESTION","PARIS","INVZFRPP"
"INVESCO GESTION","PARIS","INVZFRPPIHK"
"INVESCO GESTION","PARIS","INVZFRPPTRI"
"INVESCO GESTION","PARIS","INVZFRPPIPE"
"INVESCO GESTION","PARIS","INVZFRPPMDO"
"IPAGOO LLP FRENCH BRANCH","COURBEVOIE","ORUNFRPP"
"IPSEN","BOULOGNE BILLANCOURT","IPSNFRPP"
"IPSOS","PARIS","IPSOFRPP"
"IT-CE","PARIS","TTCEFRPP"
"ITM ENTREPRISES S.A.S.","PARIS","ITMEFRPP"
"IVALIS S.A.","MONTIGNY-LE-BRETONNEUX","IVAIFR22"
"JC DECAUX SA","NEUILLY SUR SEINE","JCDXFR22"
"JEAN CASSEGRAIN","PARIS","JCGRFRPP"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPB"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPPGMO"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPPIPB"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPPPCG"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPPENQ"
"JPMORGAN CHASE BANK, N.A.","PARIS","CHASFRPP"
"KBC BANK NV PARIS","PARIS","KREDFRPP"
"KBC BANK NV PARIS","PARIS","KREDFRPP416"
"KEB HANA BANK","PARIS","KOEXFRPPFRA"
"KEB HANA BANK","PARIS","KOEXFRPP"
"KEPLER CHEUVREUX","PARIS","JBBRFRPP01X"
"KEPLER CHEUVREUX","PARIS","JBBRFRPP02X"
"KEPLER CHEUVREUX","PARIS","JBBRFRPP"
"KERING FINANCE (FORMERLY PPR FINANCE)","PARIS","PPRFFRPP"
"KERING S.A.","PARIS","KGSAFRPP"
"KLEPIERRE MANAGEMENT","PARIS","KLPIFRPP"
"KRONENBOURG","OBERNAI","BKROFRPP"
"KYRIBA SAS","SAINT-CLOUD","KYRIFRPP"
"LA BANQUE POSTALE","AJACCIO","PSSTFRPPAJA"
"LA BANQUE POSTALE","BORDEAUX","PSSTFRPPBOR"
"LA BANQUE POSTALE","CHALONS EN CHAMPAGNE","PSSTFRPPCHA"
"LA BANQUE POSTALE","CLERMONT FERRAND","PSSTFRPPCLE"
"LA BANQUE POSTALE","DIJON","PSSTFRPPDIJ"
"LA BANQUE POSTALE","GRENOBLE","PSSTFRPPGRE"
"LA BANQUE POSTALE","LILLE","PSSTFRPPLIL"
"LA BANQUE POSTALE","LIMOGES","PSSTFRPPLIM"
"LA BANQUE POSTALE","LIMOGES","PSSTFRPPCVM"
"LA BANQUE POSTALE","LYON","PSSTFRPPLYO"
"LA BANQUE POSTALE","MARSEILLE","PSSTFRPPMAR"
"LA BANQUE POSTALE","MONTPELLIER","PSSTFRPPMON"
"LA BANQUE POSTALE","NANCY","PSSTFRPPNCY"
"LA BANQUE POSTALE","NANTES","PSSTFRPPNTE"
"LA BANQUE POSTALE","ORLEANS","PSSTFRPPSCE"
"LA BANQUE POSTALE","PARIS","PSSTFRPPCNE"
"LA BANQUE POSTALE","PARIS","PSSTFRPPBTE"
"LA BANQUE POSTALE","PARIS","PSSTFRPPCAY"
"LA BANQUE POSTALE","PARIS","PSSTFRPPFDF"
"LA BANQUE POSTALE","PARIS","PSSTFRPPPAR"
"LA BANQUE POSTALE","PARIS","PSSTFRPPSDR"
"LA BANQUE POSTALE","PARIS","PSSTFRPPTRE"
"LA BANQUE POSTALE","PARIS","PSSTFRPP"
"LA BANQUE POSTALE","PARIS","PSSTFRPPCCB"
"LA BANQUE POSTALE","RENNES","PSSTFRPPREN"
"LA BANQUE POSTALE","ROUEN","PSSTFRPPROU"
"LA BANQUE POSTALE","STRASBOURG","PSSTFRPPSTR"
"LA BANQUE POSTALE","TOULOUSE","PSSTFRPPTOU"
"LA BANQUE POSTALE ASSET MANAGEMENT","PARIS","LBGAFRPP"
"LA BANQUE POSTALE HOME LOAN SFH","PARIS","HLBPFRPP"
"LA COOPERATIVE WELCOOP","VANDOEUVRE-LES-NANCY","CWELFR22"
"LA POSTE","PARIS","WBNVFRPP"
"LABORATOIRES ANIOS SAS","LEZENNES","LABOFR22"
"LABORATOIRES THEA","CLERMONT FERRAND","LATHFR22"
"LAFARGE SA","CLAMART","LAFAFRPP"
"LAGARDERE SPORTS AND ENTERTAINMENT","BOULOGNE BILLANCOURT","LGSPFRPP"
"LASALLE INVESTMENT MANAGEMENT SAS","PARIS","LASXFRPP"
"LAZARD FRERES BANQUE","PARIS","LAZPFRPPMOK"
"LAZARD FRERES BANQUE","PARIS","LAZPFRCC"
"LAZARD FRERES BANQUE","PARIS","LAZPFRPP"
"LAZARD FRERES GESTION","PARIS","LAFGFRPP"
"LCL (LE CREDIT LYONNAIS)","LYON","CRLYFRPP"
"LCL (LE CREDIT LYONNAIS)","NANTERRE","CRLYFRPPRMA"
"LCL (LE CREDIT LYONNAIS)","PARIS","CRLYFRPP049"
"LCL (LE CREDIT LYONNAIS)","PARIS","CRLYFRPPDCM"
"LCL (LE CREDIT LYONNAIS)","PARIS","CRLYFRPPDOC"
"LCL (LE CREDIT LYONNAIS)","PARIS","CRLYFRPPIGA"
"LCL (LE CREDIT LYONNAIS)","PARIS","CRLYFRPP726"
"LEGRAND FRANCE SA","LIMOGES","LEGDFR2L"
"LEGRIS INDUSTRIES DEVELOPPEMENT S.A.","RENNES","LGRIFR22"
"LEMON WAY","MONTREUIL","LEWAFRPP"
"LESAFFRE ET COMPAGNIE","PARIS","LECPFRPP"
"LISI","GRANDVILLARS","LISIFR22"
"LOMBARD ODIER (EUROPE) SA SUCCURSALE EN FRANCE","PARIS","LOCYFRPPNDP"
"LOMBARD ODIER (EUROPE) SA SUCCURSALE EN FRANCE","PARIS","LOCYFRPP"
"LOUIS DREYFUS ARMATEURS","SURESNES","LDARFR22"
"LOUVRE HOTELS GROUP","PARIS","LOUVFRPP"
"LOXAM","CAUDAN","LOXAFR2X"
"LUDENDO ENTREPRISES","MARNE LA VALLEE","LUDDFR22"
"LVMH - MOET HENNESSY LOUIS VUITTON","PARIS","LVMHFRPP"
"LYRECO SAS","MARLY","LYREFR22"
"LYXOR ASSET MANAGEMENT","PARIS","LAMXFRPP"
"LYXOR INTERNATIONAL ASSET MANAGEMENT","PARIS","LIMXFRPP"
"LYXOR INTERNATIONAL ASSET MANAGEMENT","PARIS","LIMXFRPB"
"MANUTAN INTERNATIONAL S.A.","GONESSE","MNINFR22"
"MARKET SECURITIES (FRANCE) SA","PARIS","MAUFFRP2"
"MARLINK HOLDING SAS","PARIS","VIZAFRPP"
"MAUBOUSSIN","PARIS","MAUBFRPP"
"MBDA FRANCE","LE PLESSIS-ROBINSON","MBDAFRPP"
"MBWS S.A.","IVRY-SUR-SEINE","MBWSFRPP"
"MCBRIDE SAS","LEVALLOIS PERRET","MCBRFRPP"
"MEGA INTERNATIONAL COMMERCIAL BANK CO. LTD.","PARIS","ICBCFRPP"
"MEMO BANK","PARIS","MEMOFRP2"
"METROPOLE GESTION","PARIS","METGFRP2"
"MFEX FRANCE","PARIS","AXLTFRPP"
"MIGOM BANK","EZE","MGGOFR22"
"MILLEIS BANQUE","PARIS","PRIVFRPP"
"MIRABAUD ET CIE (EUROPE), SUCCURSALE EN FRANCE","PARIS","MIRAFRPP"
"MIZUHO BANK, LTD. PARIS BRANCH","PARIS","MHCBFRPPTGT"
"MIZUHO BANK, LTD. PARIS BRANCH","PARIS","MHCBFRPP"
"MOBILIS","ROUBAIX","MOISFR22"
"MOBILIS BANQUE","ROUBAIX","MOBQFR22"
"MONEXT","PUTEAUX","MOXEFR22"
"MONTE PASCHI BANQUE S.A.","PARIS","MONTFRPP"
"MORGAN STANLEY (FRANCE) S.A.","PARIS","MSFRFRCP"
"MOTEURS LEROY SOMER","ANGOULEME","MTLSFR2A"
"MPO INTERNATIONAL","AVERTON","MPOGFR22"
"MTS FRANCE SAS","PARIS","FMTSFRPP"
"MUFG BANK, LTD. (ACCES TARGET 2)","PARIS","BOTKFRCC"
"MUFG BANK, LTD. PARIS BRANCH","PARIS","BOTKFRPX"
"MY MONEY BANK","PARIS","MOEYFRPPMON"
"MY MONEY BANK","PARIS","MOEYFRPP"
"MY PARTNER BANK","PARIS","BESVFRPP"
"MY PARTNER BANK","PARIS","BESVFRPPYBF"
"NATIONAL BANK OF KUWAIT FRANCE SA","PARIS","NBOKFRPP"
"NATIONAL BANK OF PAKISTAN","PARIS","NBPAFRPP"
"NATIXIS","PARIS","NATXFRPPDBO"
"NATIXIS","PARIS","NATXFRPPDFG"
"NATIXIS","PARIS","NATXFRPPMAR"
"NATIXIS","PARIS","NATXFRPPTIT"
"NATIXIS","PARIS","NATXFRPPFMP"
"NATIXIS","PARIS","NATXFRPPPAI"
"NATIXIS","PARIS","NATXFRPPBPS"
"NATIXIS","PARIS","NATXFRPPTCE"
"NATIXIS","PARIS","NATXFRPPTCC"
"NATIXIS","PARIS","NATXFRPP"
"NATIXIS (BROKERAGE DIVISION)","PARIS","IXIRFRPP"
"NATIXIS INTERTITRES","CHARENTON LE PONT","NATTFRPP"
"NATIXIS INVESTMENT MANAGERS","PARIS","NGAAFRPP"
"NATUREX","AVIGNON","NTRXFR2A"
"NAVAL GROUP","PARIS","DCNSFRPP"
"NEOEN SA","PARIS","NEONFRPP"
"NEOPOST SA","BAGNEUX","NEOSFRPP"
"NEPTUNE ENERGY INTERNATIONAL","COURBEVOIE","EGIIFRPP"
"NEW NP S.A.S.","COURBEVOIE","NWNPFRPP"
"NOVACAP S.A.S","ECULLY","NVCAFR22"
"ODDO BHF SCA","PARIS","ODDOFRPPNES"
"ODDO BHF SCA","PARIS","ODDOFRPPBKO"
"ODDO BHF SCA","PARIS","ODDOFRPPFEC"
"ODDO BHF SCA","PARIS","ODDOFRPPOAM"
"ODDO BHF SCA","PARIS","ODDOFRPPOCO"
"ODDO BHF SCA","PARIS","ODDOFRPPOOP"
"ODDO BHF SCA","PARIS","ODDOFRPP"
"ODDO ET CIE","PARIS","ODDOFRPA"
"ODDO ET CIE ENTREPRISE D'INVESTISSEMENT","PARIS","ODDOFRCP"
"OFI ASSET MANAGEMENT","PARIS","OFIFFRPP"
"OLINDA","PARIS","QNTOFRPA"
"ONEY BANK","CROIX","BACCFR22OLI"
"ONEY BANK","CROIX","BACCFR22"
"ONEY BANK","CROIX","BACCFR23"
"OPEL BANK","ARGENTEUIL","GMACFR22"
"ORANGE BANK","MONTREUIL","GPBAFRPP"
"ORANGE SA","PARIS","FTELFRPP"
"ORANO S.A.","COURBEVOIE","ORNOFRPP"
"ORCHESTRA PREMAMAN S.A.","SAINT-AUNES","OTRAFR22"
"ORPEA S.A.","PUTEAUX","OREAFRPP"
"OSTRUM ASSET MANAGEMENT","PARIS","IXIAFRPP"
"OSTRUM ASSET MANAGEMENT","PARIS","IXIAFRPP001"
"OTV SA","SAINT-MAURICE","OTVSFR22"
"OVH GROUPE SAS","ROUBAIX","OVHGFR22"
"PAREL","PARIS","PAREFRPPAFF"
"PAREL","PARIS","PAREFRPPCCL"
"PAREL","PARIS","PAREFRPPDES"
"PAREL","PARIS","PAREFRPPEQR"
"PAREL","PARIS","PAREFRPPGBS"
"PAREL","PARIS","PAREFRPPGDU"
"PAREL","PARIS","PAREFRPPCIB"
"PAREL","PARIS","PAREFRPPLCH"
"PAREL","PARIS","PAREFRPPHVT"
"PAREL","PARIS","PAREFRPPINV"
"PAREL","PARIS","PAREFRPPKCH"
"PAREL","PARIS","PAREFRPPNDG"
"PAREL","PARIS","PAREFRPPTRA"
"PAREL","PUTEAUX","PAREFRPPBZC"
"PAREL","PUTEAUX","PAREFRPPGPP"
"PAREL","PUTEAUX","PAREFRPPAGY"
"PAREL","PUTEAUX","PAREFRPPVBC"
"PAREL","PUTEAUX","PAREFRPP"
"PATHE S.A.S.","PARIS","PAHEFRPP"
"PERNOD RICARD","PARIS","PRGRFRPP"
"PEUGEOT SA","RUEIL MALMAISON","PSAGFRPP"
"PFS CARD SERVICES IRELAND - FRANCE","PARIS","PCSIFRP2"
"PICTET AND CIE (EUROPE) S.A. SUCCURSALE DE PARIS","PARIS","PICTFRPPROB"
"PICTET AND CIE (EUROPE) S.A. SUCCURSALE DE PARIS","PARIS","PICTFRPP"
"PIERRE FABRE SA","PARIS","PFSBFRPP"
"POCLAIN HYDRAULICS SA","VERBERIE","POCLFR22"
"POLE EMPLOI","MONTREUIL","POLEFR22"
"POUJOULAT S.A.","NIORT","POUJFR22"
"PPS EU","MALAKOFF","PSSSFR22"
"PROCAPITAL SA","PARIS","PROCFRPPBAV"
"PROCAPITAL SA","PARIS","PROCFRPPBPE"
"PROCAPITAL SA","PARIS","PROCFRPPPCB"
"PROCAPITAL SA","PARIS","PROCFRPP"
"PROCAPITAL SA","PUTEAUX","PROCFRPPEAB"
"PROCAPITAL SA","PUTEAUX","PROCFRPPLBG"
"PROCAPITAL SA","PUTEAUX","PROCFRPPLGV"
"PROCAPITAL SA","PUTEAUX","PROCFRPPMGP"
"PROMOD SAS","MARCQ EN BAROEUL","PROMFR22"
"PUBLICIS FINANCE SERVICES SA","PARIS","PUBGFRPP"
"QATAR NATIONAL BANK","PARIS","QNBAFRPPECB"
"QATAR NATIONAL BANK","PARIS","QNBAFRPP"
"RABOBANK PARIS","PARIS","RABOFRPP"
"RATP DEVELOPPEMENT","PARIS","RAPDFRPP"
"RBC EUROPE LIMITED PARIS BRANCH","PARIS","ROYCFRPP"
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPPMOD"
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPPINV"
"RBC INVESTOR SERVICES BANK FRANCE S.A.","PARIS","DISFFRPP"
"RCIBANQUE S.A.","PARIS","RCINFRPP"
"RENAULT SA","BOULOGNE BILLANCOURT","RENOFRPP"
"RESEAU DE TRANSPORT D'ELECTRICITE","PARIS","RTEFFRPP"
"REXEL SA","PARIS","REXSFRPP"
"RICHELIEU GESTION","PARIS","KBFGFRPP"
"ROBERTET SA","GRASSE","ROBTFR22"
"ROQUETTE FRERES","LESTREM","RFSAFRPP"
"ROTHSCHILD MARTIN MAUREL","PARIS","RCBPFRPP"
"ROTHSCHILD MARTIN MAUREL","PARIS","RCBPFRPR"
"ROTHSCHILD MARTIN MAUREL","PARIS","BMMMFR2A"
"ROYAL BANK OF CANADA, PARIS BRANCH","PARIS","ROYCFRPBTGT"
"ROYAL BANK OF CANADA, PARIS BRANCH","PARIS","ROYCFRPB"
"SAARLB FRANCE","STRASBOURG","SALAFR2M"
"SAFRAN","PARIS","SFRAFRPP"
"SAFRAN","PARIS","SFRAFRP2"
